contig_name	prediction	prediction_score	full_path						
ICTVTaxoChallenge_523584	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_562865	Gordonclarkvirinae	0.55762684	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gordonclarkvirinae		
ICTVTaxoChallenge_288343	Inoviridae	1	r;Monodnaviria	k;Loebvirae	p;Hofneiviricota	c;Faserviricetes	o;Tubulavirales	f;Inoviridae	
ICTVTaxoChallenge_955687	Vividuovirus	0.5761834	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Vividuovirus		
ICTVTaxoChallenge_74044	Rhabdoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Rhabdoviridae
ICTVTaxoChallenge_192011	Caulimoviridae_like	0.44920516	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Caulimoviridae_like	
ICTVTaxoChallenge_940745	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_166752	Gracegardnervirinae	0.97402793	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_258980	Belpaoviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Belpaoviridae	
ICTVTaxoChallenge_602601	Rhabdoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Rhabdoviridae
ICTVTaxoChallenge_722884	Mymonaviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Mymonaviridae
ICTVTaxoChallenge_869057	Parvoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Quintoviricetes	o;Piccovirales	f;Parvoviridae	
ICTVTaxoChallenge_635902	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_993840	Geminiviridae_like	0.15722464	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae_like	
ICTVTaxoChallenge_436187	Casjensviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Casjensviridae		
ICTVTaxoChallenge_439941	Gracegardnervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_307924	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_508634	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_437416	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_68431	Chimalliviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Chimalliviridae		
ICTVTaxoChallenge_758040	Joanripponvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Joanripponvirinae		
ICTVTaxoChallenge_812875	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_471681	Demerecviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Demerecviridae		
ICTVTaxoChallenge_142193	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_758123	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_921020	Aliceevansviridae_like	0.11770356	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Aliceevansviridae_like		
ICTVTaxoChallenge_963318	Baculoviridae	1	c;Naldaviricetes	o;Lefavirales	f;Baculoviridae				
ICTVTaxoChallenge_987916	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_660723	Picornaviridae	1	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Picornavirales	f;Picornaviridae	
ICTVTaxoChallenge_581491	Adenoviridae_like	0.8132921	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae_like	
ICTVTaxoChallenge_289645	Smacoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Arfiviricetes	o;Cremevirales	f;Smacoviridae	
ICTVTaxoChallenge_587553	Intestiviridae_like	0.2723987	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Intestiviridae_like	
ICTVTaxoChallenge_952732	Aliceevansviridae	0.31575373	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Aliceevansviridae		
ICTVTaxoChallenge_575062	Solemoviridae	1	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Sobelivirales	f;Solemoviridae	
ICTVTaxoChallenge_142101	Rhabdoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Rhabdoviridae
ICTVTaxoChallenge_760486	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_742269	Demerecviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Demerecviridae		
ICTVTaxoChallenge_426619	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_894837	Ceeclamvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Ceeclamvirinae		
ICTVTaxoChallenge_274908	Phycodnaviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Algavirales	f;Phycodnaviridae	
ICTVTaxoChallenge_288669	Microviridae_like	0.30764306	r;Monodnaviria	k;Sangervirae	p;Phixviricota	c;Malgrandaviricetes	o;Petitvirales	f;Microviridae_like	
ICTVTaxoChallenge_393635	Closteroviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Closteroviridae	
ICTVTaxoChallenge_255022	Nyamiviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Nyamiviridae
ICTVTaxoChallenge_271001	Weiservirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Weiservirinae		
ICTVTaxoChallenge_432806	Ceduovirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Ceduovirus		
ICTVTaxoChallenge_654648	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_165172	Peduoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Peduoviridae		
ICTVTaxoChallenge_585322	Intestiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Intestiviridae	
ICTVTaxoChallenge_306085	Wizardvirus	0.7814315	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Wizardvirus		
ICTVTaxoChallenge_12214	Bclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bclasvirinae		
ICTVTaxoChallenge_609599	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_718652	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_637849	Peduoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Peduoviridae		
ICTVTaxoChallenge_288637	Guelinviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Guelinviridae		
ICTVTaxoChallenge_143749	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_649379	Genomoviridae_like	0.12772153	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae_like	
ICTVTaxoChallenge_387133	Korravirus_like	0.09871809	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Korravirus_like		
ICTVTaxoChallenge_520736	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_95652	Parvoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Quintoviricetes	o;Piccovirales	f;Parvoviridae	
ICTVTaxoChallenge_203420	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_343412	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_291045	Stanwilliamsviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Stanwilliamsviridae		
ICTVTaxoChallenge_749936	Phenuiviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Polyploviricotina	c;Bunyaviricetes	o;Hareavirales	f;Phenuiviridae
ICTVTaxoChallenge_105791	Bclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bclasvirinae		
ICTVTaxoChallenge_465652	Gordonvirus	0.34146348	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Gordonvirus		
ICTVTaxoChallenge_574481	Rhabdoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Rhabdoviridae
ICTVTaxoChallenge_12424	Aliceevansviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Aliceevansviridae		
ICTVTaxoChallenge_754604	Vilmaviridae	0.79675835	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Vilmaviridae		
ICTVTaxoChallenge_599418	Montyvirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Montyvirus		
ICTVTaxoChallenge_648553	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_987822	Peduoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Peduoviridae		
ICTVTaxoChallenge_249304	Benedictvirus	0.21804965	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Benedictvirus		
ICTVTaxoChallenge_267572	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_550854	Pahexavirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Pahexavirus		
ICTVTaxoChallenge_608064	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_12930	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_123816	Nymbaxtervirinae	0.25648004	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Nymbaxtervirinae		
ICTVTaxoChallenge_742286	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_125133	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_477732	Picornaviridae_like	0.22836392	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Picornavirales	f;Picornaviridae_like	
ICTVTaxoChallenge_817959	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_779880	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_261157	Demerecviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Demerecviridae		
ICTVTaxoChallenge_45130	Benedictvirus	0.25434572	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Benedictvirus		
ICTVTaxoChallenge_816363	Herelleviridae_like	0.24387705	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae_like		
ICTVTaxoChallenge_965570	Ceeclamvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Ceeclamvirinae		
ICTVTaxoChallenge_569949	Herelleviridae_like	0.35053757	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae_like		
ICTVTaxoChallenge_876711	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_567195	Bclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bclasvirinae		
ICTVTaxoChallenge_716168	Orlajensenviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Orlajensenviridae		
ICTVTaxoChallenge_561610	Caulimoviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Caulimoviridae	
ICTVTaxoChallenge_22604	Gracegardnervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_310705	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_971464	Wbetavirus_like	0.12655368	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Wbetavirus_like		
ICTVTaxoChallenge_249876	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_931641	Mesyanzhinovviridae	0.7946286	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Mesyanzhinovviridae		
ICTVTaxoChallenge_961366	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_831297	Hendrixvirinae	0.4155873	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Hendrixvirinae		
ICTVTaxoChallenge_420545	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_139317	Caliciviridae_like	0.2567265	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Picornavirales	f;Caliciviridae_like	
ICTVTaxoChallenge_432279	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_745999	Chuviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Jingchuvirales	f;Chuviridae
ICTVTaxoChallenge_333523	Geminiviridae_like	0.501071	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae_like	
ICTVTaxoChallenge_438039	Iridoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Pimascovirales	f;Iridoviridae	
ICTVTaxoChallenge_625128	Guernseyvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Guernseyvirinae		
ICTVTaxoChallenge_136430	Betaflexiviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Tymovirales	f;Betaflexiviridae	
ICTVTaxoChallenge_782086	Atkinsviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Atkinsviridae	
ICTVTaxoChallenge_879903	Montyvirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Montyvirus		
ICTVTaxoChallenge_103869	Ackermannviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Ackermannviridae		
ICTVTaxoChallenge_853544	Tymoviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Tymovirales	f;Tymoviridae	
ICTVTaxoChallenge_56121	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_189498	Casadabanvirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Casadabanvirus		
ICTVTaxoChallenge_828872	Zierdtviridae_like	0.35321772	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zierdtviridae_like		
ICTVTaxoChallenge_421725	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_640608	Baculoviridae	1	c;Naldaviricetes	o;Lefavirales	f;Baculoviridae				
ICTVTaxoChallenge_20069	Parvoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Quintoviricetes	o;Piccovirales	f;Parvoviridae	
ICTVTaxoChallenge_319671	Nimaviridae	1	c;Naldaviricetes	f;Nimaviridae					
ICTVTaxoChallenge_507161	Smacoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Arfiviricetes	o;Cremevirales	f;Smacoviridae	
ICTVTaxoChallenge_343827	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_970616	Mesyanzhinovviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Mesyanzhinovviridae		
ICTVTaxoChallenge_446218	Joanripponvirinae_like	0.22631341	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Joanripponvirinae_like		
ICTVTaxoChallenge_979913	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_479080	Arenaviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Polyploviricotina	c;Bunyaviricetes	o;Hareavirales	f;Arenaviridae
ICTVTaxoChallenge_762500	Zobellviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zobellviridae		
ICTVTaxoChallenge_166856	Paclarkvirus	0.6200897	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Paclarkvirus		
ICTVTaxoChallenge_259201	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_887478	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_305884	Azeredovirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Azeredovirinae		
ICTVTaxoChallenge_49226	Paclarkvirus_like	0.08982096	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Paclarkvirus_like		
ICTVTaxoChallenge_521901	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_34610	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_516882	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_995306	Jameshumphriesvirinae	0.8931256	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Jameshumphriesvirinae		
ICTVTaxoChallenge_251004	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_32940	Joanripponvirinae	0.6927724	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Joanripponvirinae		
ICTVTaxoChallenge_735253	Andromedavirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Andromedavirus		
ICTVTaxoChallenge_12068	Zobellviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zobellviridae		
ICTVTaxoChallenge_612754	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_453213	Retroviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Retroviridae	
ICTVTaxoChallenge_906599	Montyvirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Montyvirus		
ICTVTaxoChallenge_857147	Lispiviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Lispiviridae
ICTVTaxoChallenge_753400	Rhabdoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Rhabdoviridae
ICTVTaxoChallenge_209063	Sepvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Sepvirinae		
ICTVTaxoChallenge_992214	Fiersviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Fiersviridae	
ICTVTaxoChallenge_537565	Chimalliviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Chimalliviridae		
ICTVTaxoChallenge_474137	Skunavirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Skunavirus		
ICTVTaxoChallenge_934588	Paramyxoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Paramyxoviridae
ICTVTaxoChallenge_724190	Parvoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Quintoviricetes	o;Piccovirales	f;Parvoviridae	
ICTVTaxoChallenge_390404	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_250045	Intestiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Intestiviridae	
ICTVTaxoChallenge_899651	Skunavirus_like	0.35792103	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Skunavirus_like		
ICTVTaxoChallenge_535180	Rountreeviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Rountreeviridae		
ICTVTaxoChallenge_467744	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_664428	Anelloviridae	1	f;Anelloviridae						
ICTVTaxoChallenge_769622	Sepvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Sepvirinae		
ICTVTaxoChallenge_49995	Nyamiviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Nyamiviridae
ICTVTaxoChallenge_33952	Pbunavirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Pbunavirus		
ICTVTaxoChallenge_370581	Geminiviridae_like	0.08497399	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae_like	
ICTVTaxoChallenge_929975	Tectiviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Kalamavirales	f;Tectiviridae	
ICTVTaxoChallenge_561460	Vilyaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Arfiviricetes	o;Cirlivirales	f;Vilyaviridae	
ICTVTaxoChallenge_864581	Baculoviridae	1	c;Naldaviricetes	o;Lefavirales	f;Baculoviridae				
ICTVTaxoChallenge_616362	Inoviridae_like	0.22419633	r;Monodnaviria	k;Loebvirae	p;Hofneiviricota	c;Faserviricetes	o;Tubulavirales	f;Inoviridae_like	
ICTVTaxoChallenge_954513	Azeredovirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Azeredovirinae		
