contig_name,prediction,prediction_score
ICTVTaxoChallenge_275661,Chaseviridae,1
ICTVTaxoChallenge_372145,Guelinviridae,1
ICTVTaxoChallenge_988868,Herelleviridae,1
ICTVTaxoChallenge_139847,Mimiviridae,1
ICTVTaxoChallenge_276014,Adenoviridae,0.20681262
ICTVTaxoChallenge_853279,Benedictvirus,0.17282026
ICTVTaxoChallenge_104001,Phycodnaviridae,1
ICTVTaxoChallenge_436200,Caulimoviridae,0.2379778
ICTVTaxoChallenge_280715,Guernseyvirinae,1
ICTVTaxoChallenge_638738,Flaviviridae,1
ICTVTaxoChallenge_611675,Togaviridae,1
ICTVTaxoChallenge_832770,Closteroviridae,1
ICTVTaxoChallenge_475239,Mimiviridae,0.2730901
ICTVTaxoChallenge_490635,Peduoviridae,1
ICTVTaxoChallenge_162846,Betaflexiviridae,1
ICTVTaxoChallenge_966307,Aliceevansviridae,1
ICTVTaxoChallenge_16891,Autographiviridae,1
ICTVTaxoChallenge_507682,Benedictvirus,0.2292899
ICTVTaxoChallenge_126473,Asfarviridae,1
ICTVTaxoChallenge_543786,Steitzviridae,0.07710035
ICTVTaxoChallenge_763402,Kyanoviridae,1
ICTVTaxoChallenge_794137,Autographiviridae,1
ICTVTaxoChallenge_18613,Rhabdoviridae,1
ICTVTaxoChallenge_34489,Steitzviridae,1
ICTVTaxoChallenge_121732,Demerecviridae,1
ICTVTaxoChallenge_811542,Ceduovirus,1
ICTVTaxoChallenge_299760,Adenoviridae,1
ICTVTaxoChallenge_39639,Stanwilliamsviridae,1
ICTVTaxoChallenge_592530,Backyardiganvirus,0.2758887
ICTVTaxoChallenge_583477,Caulimoviridae,0.44920516
ICTVTaxoChallenge_15801,Kitaviridae,1
ICTVTaxoChallenge_285396,Straboviridae,1
ICTVTaxoChallenge_296260,Gclasvirinae,1
ICTVTaxoChallenge_177801,Arquatrovirinae,1
ICTVTaxoChallenge_447823,Obolenskvirus,0.52473736
ICTVTaxoChallenge_579374,Intestiviridae,1
ICTVTaxoChallenge_57034,Orlajensenviridae,1
ICTVTaxoChallenge_49959,Straboviridae,1
ICTVTaxoChallenge_583711,Schitoviridae,1
ICTVTaxoChallenge_223883,Betaflexiviridae,0.15205766
ICTVTaxoChallenge_471249,Picornaviridae,0.41176516
ICTVTaxoChallenge_116227,Hendrixvirinae,1
ICTVTaxoChallenge_530379,Anelloviridae,1
ICTVTaxoChallenge_779261,Paramyxoviridae,1
ICTVTaxoChallenge_944203,Retroviridae,1
ICTVTaxoChallenge_182093,Azeredovirinae,0.4894034
ICTVTaxoChallenge_759434,Aliceevansviridae,1
ICTVTaxoChallenge_613501,Geminiviridae,1
ICTVTaxoChallenge_525016,Azeevirinae,1
ICTVTaxoChallenge_849470,Lispiviridae,1
ICTVTaxoChallenge_232470,Aliusviridae,1
ICTVTaxoChallenge_671593,Drexlerviridae,1
ICTVTaxoChallenge_153383,Herelleviridae,1
ICTVTaxoChallenge_839735,Peduoviridae,0.28910157
ICTVTaxoChallenge_132613,Rhabdoviridae,1
ICTVTaxoChallenge_892995,Baculoviridae,1
ICTVTaxoChallenge_128727,Obolenskvirus,1
ICTVTaxoChallenge_624367,Genomoviridae,1
ICTVTaxoChallenge_24191,Azeredovirinae,0.3042952
ICTVTaxoChallenge_417496,Steigviridae,1
ICTVTaxoChallenge_268983,Ackermannviridae,1
ICTVTaxoChallenge_456095,Autographiviridae,1
ICTVTaxoChallenge_668895,Rhabdoviridae,1
ICTVTaxoChallenge_454486,Autographiviridae,1
ICTVTaxoChallenge_214486,Kyanoviridae,1
ICTVTaxoChallenge_29630,Drexlerviridae,1
ICTVTaxoChallenge_849529,Pbunavirus,1
ICTVTaxoChallenge_803197,Picornaviridae,0.48245177
ICTVTaxoChallenge_512076,Skunavirus,1
ICTVTaxoChallenge_547757,Geminiviridae,1
ICTVTaxoChallenge_63079,Nclasvirinae,0.11361345
ICTVTaxoChallenge_541845,Korravirus,0.7375061
ICTVTaxoChallenge_979898,Autographiviridae,1
ICTVTaxoChallenge_166591,Steitzviridae,0.17689437
ICTVTaxoChallenge_737451,Geminiviridae,1
ICTVTaxoChallenge_431586,Geminiviridae,1
ICTVTaxoChallenge_726904,Vilmaviridae,0.061159987
ICTVTaxoChallenge_174382,Steitzviridae,0.068792984
ICTVTaxoChallenge_224640,Bclasvirinae,1
ICTVTaxoChallenge_886780,Arenaviridae,1
ICTVTaxoChallenge_367288,Picornaviridae,1
ICTVTaxoChallenge_483066,Betaflexiviridae,1
ICTVTaxoChallenge_517327,Autographiviridae,1
ICTVTaxoChallenge_892046,Autographiviridae,1
ICTVTaxoChallenge_128875,Straboviridae,1
ICTVTaxoChallenge_469294,Weiservirinae,1
ICTVTaxoChallenge_948607,Picornaviridae,0.37943494
ICTVTaxoChallenge_263803,Adenoviridae,1
ICTVTaxoChallenge_899910,Sepvirinae,1
ICTVTaxoChallenge_543608,Bclasvirinae,1
ICTVTaxoChallenge_283408,Steitzviridae,1
ICTVTaxoChallenge_14465,Picornaviridae,0.43422997
ICTVTaxoChallenge_386207,Weiservirinae,1
ICTVTaxoChallenge_92406,Arquatrovirinae,1
ICTVTaxoChallenge_81145,Retroviridae,1
ICTVTaxoChallenge_761289,Fromanvirus,1
ICTVTaxoChallenge_946219,Iridoviridae,1
ICTVTaxoChallenge_607769,Picornaviridae,0.58923626
ICTVTaxoChallenge_147936,Nudiviridae,1
ICTVTaxoChallenge_700665,Fromanvirus,1
ICTVTaxoChallenge_531821,Poxviridae,1
ICTVTaxoChallenge_175455,Rhabdoviridae,1
ICTVTaxoChallenge_980478,Picornaviridae,0.43210492
ICTVTaxoChallenge_998214,Herelleviridae,1
ICTVTaxoChallenge_131261,Gracegardnervirinae,1
ICTVTaxoChallenge_795970,Genomoviridae,1
ICTVTaxoChallenge_376004,Geminiviridae,1
ICTVTaxoChallenge_556634,Adenoviridae,1
ICTVTaxoChallenge_98225,Autographiviridae,1
ICTVTaxoChallenge_141053,Korravirus,1
ICTVTaxoChallenge_267710,Straboviridae,1
ICTVTaxoChallenge_661846,Kyanoviridae,1
ICTVTaxoChallenge_728245,Vividuovirus,0.6514009
ICTVTaxoChallenge_70355,Inoviridae,1
ICTVTaxoChallenge_518895,Wbetavirus,1
ICTVTaxoChallenge_971233,Steitzviridae,1
ICTVTaxoChallenge_329409,Obolenskvirus,1
ICTVTaxoChallenge_912363,Gracegardnervirinae,1
ICTVTaxoChallenge_750853,Steitzviridae,1
ICTVTaxoChallenge_769638,Gracegardnervirinae,1
ICTVTaxoChallenge_543557,Genomoviridae,1
ICTVTaxoChallenge_504879,Anelloviridae,1
ICTVTaxoChallenge_658134,Asfarviridae,1
ICTVTaxoChallenge_173982,Atkinsviridae,1
ICTVTaxoChallenge_898282,Autographiviridae,1
ICTVTaxoChallenge_504527,Alphaflexiviridae,1
ICTVTaxoChallenge_32542,Autographiviridae,1
ICTVTaxoChallenge_473761,Adenoviridae,1
ICTVTaxoChallenge_918501,Virgaviridae,1
ICTVTaxoChallenge_457483,Triavirus,1
ICTVTaxoChallenge_673383,Geminiviridae,1
ICTVTaxoChallenge_742747,Autographiviridae,1
ICTVTaxoChallenge_806712,Eucampyvirinae,1
ICTVTaxoChallenge_656047,Pseudoviridae,1
ICTVTaxoChallenge_505255,Iridoviridae,0.5808134
ICTVTaxoChallenge_337990,Closteroviridae,1
ICTVTaxoChallenge_652239,Mesyanzhinovviridae,0.8194263
ICTVTaxoChallenge_220159,Ceeclamvirinae,1
ICTVTaxoChallenge_111816,Schitoviridae,1
ICTVTaxoChallenge_775875,Marthavirus,1
ICTVTaxoChallenge_581055,Ackermannviridae,1
ICTVTaxoChallenge_13509,Ackermannviridae,1
ICTVTaxoChallenge_983392,Vilmaviridae,0.14885738
ICTVTaxoChallenge_649869,Inoviridae,1
ICTVTaxoChallenge_445979,Queuovirinae,0.6903059
ICTVTaxoChallenge_337094,Geminiviridae,0.10005145
ICTVTaxoChallenge_365369,Peduoviridae,1
ICTVTaxoChallenge_740568,Tectiviridae,1
ICTVTaxoChallenge_294553,Wbetavirus,0.29091442
ICTVTaxoChallenge_491331,Triavirus,0.371342
ICTVTaxoChallenge_833383,Adenoviridae,0.21858498
ICTVTaxoChallenge_88233,Arquatrovirinae,1
ICTVTaxoChallenge_140638,Tombusviridae,1
ICTVTaxoChallenge_762548,Blumeviridae,1
ICTVTaxoChallenge_496056,Bronfenbrennervirinae,0.21491784
ICTVTaxoChallenge_817071,Nymbaxtervirinae,1
ICTVTaxoChallenge_764600,Adenoviridae,1
ICTVTaxoChallenge_605645,Picornaviridae,0.42154127
ICTVTaxoChallenge_940593,Herelleviridae,0.5584804
ICTVTaxoChallenge_422372,Togaviridae,1
ICTVTaxoChallenge_184487,Straboviridae,1
ICTVTaxoChallenge_957574,Gracegardnervirinae,1
ICTVTaxoChallenge_561759,Montyvirus,1
ICTVTaxoChallenge_794045,Fiersviridae,1
ICTVTaxoChallenge_14356,Circoviridae,1
ICTVTaxoChallenge_439038,Azeevirinae,1
ICTVTaxoChallenge_846526,Autographiviridae,1
ICTVTaxoChallenge_638481,Azeredovirinae,0.52160126
ICTVTaxoChallenge_298475,Anelloviridae,1
ICTVTaxoChallenge_796024,Autographiviridae,1
ICTVTaxoChallenge_265841,Geminiviridae,1
ICTVTaxoChallenge_598102,Betaflexiviridae,1
ICTVTaxoChallenge_309937,Montyvirus,1
ICTVTaxoChallenge_221542,Adenoviridae,1
ICTVTaxoChallenge_470785,Stephanstirmvirinae,0.9080523
ICTVTaxoChallenge_914890,Dolichocephalovirinae,1
ICTVTaxoChallenge_473858,Bclasvirinae,1
ICTVTaxoChallenge_198055,Benedictvirus,0.21449439
ICTVTaxoChallenge_653799,Backyardiganvirus,0.27379054
ICTVTaxoChallenge_822432,Skunavirus,1
ICTVTaxoChallenge_477652,Peduoviridae,1
ICTVTaxoChallenge_393287,Polyomaviridae,1
ICTVTaxoChallenge_503065,Orthoherpesviridae,1
ICTVTaxoChallenge_265779,Nymbaxtervirinae,0.32730982
ICTVTaxoChallenge_762419,Straboviridae,1
ICTVTaxoChallenge_526391,Botourmiaviridae,1
ICTVTaxoChallenge_689220,Closteroviridae,1
ICTVTaxoChallenge_451194,Geminiviridae,1
ICTVTaxoChallenge_661138,Geminiviridae,1
ICTVTaxoChallenge_370910,Mesoniviridae,1
ICTVTaxoChallenge_805172,Peduoviridae,1
ICTVTaxoChallenge_867436,Paramyxoviridae,1
ICTVTaxoChallenge_824552,Baculoviridae,1
ICTVTaxoChallenge_714310,Duinviridae,1
ICTVTaxoChallenge_366213,Zierdtviridae,1
ICTVTaxoChallenge_744481,Smacoviridae,0.16140829
ICTVTaxoChallenge_487540,Fernvirus,1
ICTVTaxoChallenge_991671,Stephanstirmvirinae,0.7892662
ICTVTaxoChallenge_582176,Poxviridae,1
ICTVTaxoChallenge_393759,Papillomaviridae,1
ICTVTaxoChallenge_522101,Demerecviridae,1
ICTVTaxoChallenge_492952,Salasmaviridae,1
ICTVTaxoChallenge_989326,Alloherpesviridae,1
ICTVTaxoChallenge_244193,Betaflexiviridae,1
ICTVTaxoChallenge_399327,Demerecviridae,1
ICTVTaxoChallenge_713907,Schitoviridae,1
ICTVTaxoChallenge_912612,Geminiviridae,1
ICTVTaxoChallenge_488530,Aliceevansviridae,1
ICTVTaxoChallenge_612134,Autographiviridae,1
ICTVTaxoChallenge_46627,Herelleviridae,1
ICTVTaxoChallenge_63875,Steigviridae,0.95708907
ICTVTaxoChallenge_700930,Bclasvirinae,1
ICTVTaxoChallenge_286978,Suoliviridae,1
ICTVTaxoChallenge_733588,Casjensviridae,1
ICTVTaxoChallenge_621618,Adenoviridae,1
ICTVTaxoChallenge_62793,Skunavirus,1
ICTVTaxoChallenge_116555,Efquatrovirus,1
ICTVTaxoChallenge_970590,Demerecviridae,1
ICTVTaxoChallenge_190020,Obolenskvirus,1
ICTVTaxoChallenge_941716,Weiservirinae,1
ICTVTaxoChallenge_70042,Filoviridae,1
ICTVTaxoChallenge_597794,Steitzviridae,0.19579871
ICTVTaxoChallenge_752411,Autographiviridae,1
ICTVTaxoChallenge_638858,Pbunavirus,1
ICTVTaxoChallenge_94604,Baculoviridae,1
ICTVTaxoChallenge_412350,Mudcatvirus,1
ICTVTaxoChallenge_171941,Weiservirinae,1
ICTVTaxoChallenge_850719,Drexlerviridae,1
ICTVTaxoChallenge_742106,Autographiviridae,1
ICTVTaxoChallenge_746455,Straboviridae,1
ICTVTaxoChallenge_263392,Pbunavirus,1
ICTVTaxoChallenge_327846,Papillomaviridae,1
ICTVTaxoChallenge_268041,Peduoviridae,0.07867421
ICTVTaxoChallenge_241234,Orthoherpesviridae,1
ICTVTaxoChallenge_913394,Orthoherpesviridae,1
ICTVTaxoChallenge_747006,Paramyxoviridae,1
ICTVTaxoChallenge_868443,Gordonvirus,0.28342313
ICTVTaxoChallenge_498045,Autographiviridae,1
ICTVTaxoChallenge_356497,Rhabdoviridae,1
ICTVTaxoChallenge_643214,Picornaviridae,0.5854542
ICTVTaxoChallenge_36242,Vequintavirinae,1
ICTVTaxoChallenge_171337,Artiviridae,0.19075267
ICTVTaxoChallenge_504415,Flaviviridae,1
ICTVTaxoChallenge_164173,Papillomaviridae,1
ICTVTaxoChallenge_570772,Autographiviridae,1
ICTVTaxoChallenge_443813,Schitoviridae,1
ICTVTaxoChallenge_593880,Autographiviridae,1
ICTVTaxoChallenge_274851,Peduoviridae,1
ICTVTaxoChallenge_777948,Microviridae,1
ICTVTaxoChallenge_315762,Mimiviridae,0.24894334
ICTVTaxoChallenge_870420,Tombusviridae,1
ICTVTaxoChallenge_761558,Azeredovirinae,1
ICTVTaxoChallenge_696048,Vividuovirus,0.57440907
ICTVTaxoChallenge_670245,Pclasvirinae,0.09926671
ICTVTaxoChallenge_497708,Geminiviridae,1
ICTVTaxoChallenge_598993,Dicistroviridae,0.28610048
ICTVTaxoChallenge_197687,Andromedavirus,1
ICTVTaxoChallenge_823307,Benedictvirus,0.21702136
ICTVTaxoChallenge_204426,Hafunaviridae,1
ICTVTaxoChallenge_184026,Orthoherpesviridae,1
ICTVTaxoChallenge_657821,Drexlerviridae,1
ICTVTaxoChallenge_42084,Fromanvirus,1
ICTVTaxoChallenge_45439,Herelleviridae,1
ICTVTaxoChallenge_496157,Skunavirus,1
ICTVTaxoChallenge_702183,Ceeclamvirinae,1
ICTVTaxoChallenge_436967,Pootjesviridae,1
ICTVTaxoChallenge_977151,Atkinsviridae,1
ICTVTaxoChallenge_267272,Kutznervirinae,1
ICTVTaxoChallenge_732280,Paramyxoviridae,1
ICTVTaxoChallenge_733385,Mccleskeyvirinae,1
ICTVTaxoChallenge_847771,Virgaviridae,1
ICTVTaxoChallenge_34107,Gracegardnervirinae,1
ICTVTaxoChallenge_345594,Papillomaviridae,1
ICTVTaxoChallenge_626934,Skunavirus,1
ICTVTaxoChallenge_940778,Mesyanzhinovviridae,0.66233075
ICTVTaxoChallenge_668409,Geminiviridae,1
ICTVTaxoChallenge_929776,Fiersviridae,1
ICTVTaxoChallenge_711903,Rountreeviridae,1
ICTVTaxoChallenge_120627,Aliceevansviridae,1
ICTVTaxoChallenge_796482,Geminiviridae,0.10669556
ICTVTaxoChallenge_804072,Genomoviridae,0.12852739
ICTVTaxoChallenge_627094,Autographiviridae,1
ICTVTaxoChallenge_341173,Herelleviridae,1
ICTVTaxoChallenge_479959,Nymbaxtervirinae,0.346676
ICTVTaxoChallenge_547973,Kyanoviridae,1
ICTVTaxoChallenge_769229,Baculoviridae,1
ICTVTaxoChallenge_146346,Ceeclamvirinae,0.093027726
ICTVTaxoChallenge_749006,Hantaviridae,1
ICTVTaxoChallenge_697268,Phycodnaviridae,1
ICTVTaxoChallenge_502937,Autographiviridae,1
ICTVTaxoChallenge_159939,Skunavirus,1
ICTVTaxoChallenge_194190,Paclarkvirus,0.8037849
ICTVTaxoChallenge_725276,Obolenskvirus,1
ICTVTaxoChallenge_121066,Saffermanviridae,1
ICTVTaxoChallenge_88002,Zierdtviridae,1
ICTVTaxoChallenge_641306,Fiersviridae,1
ICTVTaxoChallenge_857425,Peduoviridae,1
ICTVTaxoChallenge_940365,Kyanoviridae,1
ICTVTaxoChallenge_955847,Fuselloviridae,1
ICTVTaxoChallenge_640280,Hendrixvirinae,0.08528655
ICTVTaxoChallenge_27612,Anelloviridae,1
ICTVTaxoChallenge_494115,Suoliviridae,1
ICTVTaxoChallenge_401388,Geminiviridae,1
ICTVTaxoChallenge_551575,Parvoviridae,1
ICTVTaxoChallenge_126347,Pahexavirus,1
ICTVTaxoChallenge_563889,Genomoviridae,1
ICTVTaxoChallenge_970221,Beenievirus,0.3285249
ICTVTaxoChallenge_326610,Parvoviridae,1
ICTVTaxoChallenge_590987,Rhabdoviridae,1
ICTVTaxoChallenge_16934,Aliceevansviridae,0.9787987
ICTVTaxoChallenge_736350,Genomoviridae,1
ICTVTaxoChallenge_379236,Gracegardnervirinae,0.89271605
ICTVTaxoChallenge_132995,Demerecviridae,1
ICTVTaxoChallenge_525587,Pbunavirus,1
ICTVTaxoChallenge_342565,Autographiviridae,1
ICTVTaxoChallenge_805777,Caulimoviridae,1
ICTVTaxoChallenge_194144,Circoviridae,1
ICTVTaxoChallenge_880183,Peduoviridae,1
ICTVTaxoChallenge_735539,Kutznervirinae,1
ICTVTaxoChallenge_577798,Suoliviridae,1
ICTVTaxoChallenge_967580,Pbunavirus,1
ICTVTaxoChallenge_744835,Ackermannviridae,1
ICTVTaxoChallenge_981140,Ackermannviridae,1
ICTVTaxoChallenge_567107,Steitzviridae,1
ICTVTaxoChallenge_837824,Rountreeviridae,1
ICTVTaxoChallenge_937498,Rhabdoviridae,1
ICTVTaxoChallenge_978920,Gordonclarkvirinae,0.508048
ICTVTaxoChallenge_337587,Aliceevansviridae,0.1183909
ICTVTaxoChallenge_361955,Papillomaviridae,1
ICTVTaxoChallenge_67243,Fusariviridae,1
ICTVTaxoChallenge_413041,Sepvirinae,1
ICTVTaxoChallenge_449149,Benedictvirus,0.27075848
ICTVTaxoChallenge_290121,Ounavirinae,1
ICTVTaxoChallenge_581208,Steitzviridae,1
ICTVTaxoChallenge_277926,Peduoviridae,1
ICTVTaxoChallenge_49753,Ackermannviridae,1
ICTVTaxoChallenge_29716,Anelloviridae,1
ICTVTaxoChallenge_586578,Rhabdoviridae,1
ICTVTaxoChallenge_833089,Bclasvirinae,1
ICTVTaxoChallenge_655622,Gracegardnervirinae,1
ICTVTaxoChallenge_423864,Genomoviridae,1
ICTVTaxoChallenge_588856,Autographiviridae,1
ICTVTaxoChallenge_269631,Togaviridae,1
ICTVTaxoChallenge_325368,Orthoherpesviridae,1
ICTVTaxoChallenge_196718,Wizardvirus,0.14839984
ICTVTaxoChallenge_942954,Inoviridae,1
ICTVTaxoChallenge_189416,Bclasvirinae,1
ICTVTaxoChallenge_633812,Fusariviridae,1
ICTVTaxoChallenge_865414,Azeevirinae,1
ICTVTaxoChallenge_442671,Baculoviridae,1
ICTVTaxoChallenge_716614,Parvoviridae,1
ICTVTaxoChallenge_974875,Herelleviridae,0.6320595
ICTVTaxoChallenge_96039,Mesoniviridae,1
ICTVTaxoChallenge_445230,Pclasvirinae,0.44985712
ICTVTaxoChallenge_241673,Rhabdoviridae,1
ICTVTaxoChallenge_670532,Tombusviridae,1
ICTVTaxoChallenge_312325,Gracegardnervirinae,0.05356787
ICTVTaxoChallenge_347998,Poxviridae,1
ICTVTaxoChallenge_644842,Fiersviridae,1
ICTVTaxoChallenge_805394,Rountreeviridae,1
ICTVTaxoChallenge_75954,Orthoherpesviridae,1
ICTVTaxoChallenge_35363,Bclasvirinae,1
ICTVTaxoChallenge_868939,Tybeckvirinae,1
ICTVTaxoChallenge_962298,Kostyavirus,0.068678856
ICTVTaxoChallenge_972093,Betaflexiviridae,1
ICTVTaxoChallenge_869763,Smacoviridae,1
ICTVTaxoChallenge_370978,Aliceevansviridae,1
ICTVTaxoChallenge_771263,Aliceevansviridae,1
ICTVTaxoChallenge_375022,Poxviridae,1
ICTVTaxoChallenge_56404,Betaflexiviridae,1
ICTVTaxoChallenge_996403,Inoviridae,1
ICTVTaxoChallenge_976862,Herelleviridae,1
ICTVTaxoChallenge_977932,Drexlerviridae,1
ICTVTaxoChallenge_87373,Ounavirinae,1
ICTVTaxoChallenge_110315,Triavirus,0.40966606
ICTVTaxoChallenge_577605,Salasmaviridae,1
ICTVTaxoChallenge_231685,Gracegardnervirinae,1
ICTVTaxoChallenge_111656,Virgaviridae,1
ICTVTaxoChallenge_642083,Rudiviridae,1
ICTVTaxoChallenge_154106,Gracegardnervirinae,1
ICTVTaxoChallenge_174787,Solemoviridae,1
ICTVTaxoChallenge_636116,Geminiviridae,1
ICTVTaxoChallenge_920444,Geminiviridae,1
ICTVTaxoChallenge_843157,Skunavirus,1
ICTVTaxoChallenge_362879,Straboviridae,1
ICTVTaxoChallenge_970737,Phasmaviridae,1
ICTVTaxoChallenge_141033,Ackermannviridae,1
ICTVTaxoChallenge_44560,Herelleviridae,1
ICTVTaxoChallenge_811895,Arquatrovirinae,1
ICTVTaxoChallenge_148218,Weiservirinae,1
ICTVTaxoChallenge_8186,Peduoviridae,0.087532185
ICTVTaxoChallenge_284790,Caulimoviridae,1
ICTVTaxoChallenge_429968,Azeredovirinae,1
ICTVTaxoChallenge_112533,Pclasvirinae,0.06876455
ICTVTaxoChallenge_238166,Polyomaviridae,1
ICTVTaxoChallenge_12545,Demerecviridae,1
ICTVTaxoChallenge_276145,Picornaviridae,0.58923626
ICTVTaxoChallenge_83475,Paramyxoviridae,1
ICTVTaxoChallenge_384939,Schitoviridae,1
ICTVTaxoChallenge_465320,Fiersviridae,1
ICTVTaxoChallenge_84443,Genomoviridae,1
ICTVTaxoChallenge_27430,Korravirus,0.25387135
ICTVTaxoChallenge_880053,Geminiviridae,1
ICTVTaxoChallenge_298802,Intestiviridae,1
ICTVTaxoChallenge_923570,Herelleviridae,0.2960141
ICTVTaxoChallenge_317746,Jondennisvirinae,0.6396288
ICTVTaxoChallenge_369435,Paclarkvirus,0.5991636
ICTVTaxoChallenge_666422,Bornaviridae,1
ICTVTaxoChallenge_374667,Drexlerviridae,1
ICTVTaxoChallenge_927401,Autographiviridae,1
ICTVTaxoChallenge_630782,Paramyxoviridae,1
ICTVTaxoChallenge_129331,Picornaviridae,1
ICTVTaxoChallenge_473589,Parvoviridae,1
ICTVTaxoChallenge_909479,Autographiviridae,1
ICTVTaxoChallenge_115917,Adenoviridae,1
ICTVTaxoChallenge_669264,Suoliviridae,1
ICTVTaxoChallenge_515714,Peduoviridae,0.10140655
ICTVTaxoChallenge_233887,Orlajensenviridae,1
ICTVTaxoChallenge_343567,Vequintavirinae,1
ICTVTaxoChallenge_771159,Steitzviridae,1
ICTVTaxoChallenge_218995,Iridoviridae,1
ICTVTaxoChallenge_861097,Fiersviridae,1
ICTVTaxoChallenge_947979,Paramyxoviridae,1
ICTVTaxoChallenge_785725,Circoviridae,1
ICTVTaxoChallenge_43969,Autographiviridae,0.89311844
ICTVTaxoChallenge_488878,Vilmaviridae,0.47438002
ICTVTaxoChallenge_694376,Flaviviridae,1
ICTVTaxoChallenge_956471,Chaseviridae,1
ICTVTaxoChallenge_508015,Azeredovirinae,0.32452816
ICTVTaxoChallenge_469240,Pahexavirus,1
ICTVTaxoChallenge_632704,Intestiviridae,1
ICTVTaxoChallenge_868448,Geminiviridae,1
ICTVTaxoChallenge_749902,Caulimoviridae,1
ICTVTaxoChallenge_629750,Mimiviridae,1
ICTVTaxoChallenge_610763,Pbunavirus,1
ICTVTaxoChallenge_609380,Autographiviridae,1
ICTVTaxoChallenge_27196,Picornaviridae,0.42154127
ICTVTaxoChallenge_343974,Steitzviridae,1
ICTVTaxoChallenge_423557,Poxviridae,1
ICTVTaxoChallenge_431966,Inoviridae,1
ICTVTaxoChallenge_955460,Papillomaviridae,1
ICTVTaxoChallenge_297649,Autographiviridae,1
ICTVTaxoChallenge_917800,Solspiviridae,0.51044357
ICTVTaxoChallenge_526902,Zobellviridae,0.73303586
ICTVTaxoChallenge_999222,Gracegardnervirinae,1
ICTVTaxoChallenge_363354,Vilmaviridae,1
ICTVTaxoChallenge_493312,Peduoviridae,1
ICTVTaxoChallenge_952456,Kyanoviridae,1
ICTVTaxoChallenge_311181,Orthoherpesviridae,1
ICTVTaxoChallenge_853955,Fiersviridae,1
ICTVTaxoChallenge_239336,Baculoviridae,1
ICTVTaxoChallenge_717270,Papillomaviridae,1
ICTVTaxoChallenge_937024,Autographiviridae,1
ICTVTaxoChallenge_421329,Stanwilliamsviridae,1
ICTVTaxoChallenge_87545,Steitzviridae,1
ICTVTaxoChallenge_244893,Fusariviridae,1
ICTVTaxoChallenge_607018,Coronaviridae,1
ICTVTaxoChallenge_596374,Geminiviridae,1
ICTVTaxoChallenge_685980,Genomoviridae,1
ICTVTaxoChallenge_105148,Salasmaviridae,1
ICTVTaxoChallenge_187790,Peduoviridae,1
ICTVTaxoChallenge_645047,Demerecviridae,1
ICTVTaxoChallenge_551876,Spinareoviridae,1
ICTVTaxoChallenge_973187,Picornaviridae,1
ICTVTaxoChallenge_795135,Solemoviridae,1
ICTVTaxoChallenge_558992,Straboviridae,1
ICTVTaxoChallenge_914598,Geminiviridae,1
ICTVTaxoChallenge_75579,Caulimoviridae,0.12778375
ICTVTaxoChallenge_618350,Geminiviridae,1
ICTVTaxoChallenge_801458,Nymbaxtervirinae,0.55478984
ICTVTaxoChallenge_264220,Gordonclarkvirinae,0.09531809
ICTVTaxoChallenge_670115,Gordonvirus,0.32861444
ICTVTaxoChallenge_833760,Adenoviridae,1
ICTVTaxoChallenge_973920,Autographiviridae,1
ICTVTaxoChallenge_321416,Rountreeviridae,1
ICTVTaxoChallenge_556554,Mimiviridae,0.32324263
ICTVTaxoChallenge_271354,Joanripponvirinae,1
ICTVTaxoChallenge_193150,Papillomaviridae,1
ICTVTaxoChallenge_663666,Papillomaviridae,1
ICTVTaxoChallenge_627651,Chimalliviridae,1
ICTVTaxoChallenge_798659,Gracegardnervirinae,1
ICTVTaxoChallenge_656143,Straboviridae,1
ICTVTaxoChallenge_356486,Papillomaviridae,1
ICTVTaxoChallenge_195070,Baculoviridae,1
ICTVTaxoChallenge_346193,Schitoviridae,1
ICTVTaxoChallenge_56669,Rudiviridae,1
ICTVTaxoChallenge_189859,Fiersviridae,1
ICTVTaxoChallenge_570691,Nudiviridae,1
ICTVTaxoChallenge_300012,Steitzviridae,1
ICTVTaxoChallenge_301277,Autographiviridae,1
ICTVTaxoChallenge_477117,Backyardiganvirus,0.26812884
ICTVTaxoChallenge_635366,Microviridae,1
ICTVTaxoChallenge_690312,Demerecviridae,1
ICTVTaxoChallenge_174912,Aliceevansviridae,0.9831161
ICTVTaxoChallenge_923451,Caulimoviridae,0.16597122
ICTVTaxoChallenge_339967,Fiersviridae,1
ICTVTaxoChallenge_674416,Genomoviridae,1
ICTVTaxoChallenge_323490,Rhabdoviridae,1
ICTVTaxoChallenge_325194,Vividuovirus,0.5887558
ICTVTaxoChallenge_822477,Schitoviridae,1
ICTVTaxoChallenge_253456,Demerecviridae,1
ICTVTaxoChallenge_908441,Gracegardnervirinae,1
ICTVTaxoChallenge_396848,Rhabdoviridae,1
ICTVTaxoChallenge_576376,Demerecviridae,1
ICTVTaxoChallenge_533169,Fernvirus,1
ICTVTaxoChallenge_529696,Nclasvirinae,0.31449175
ICTVTaxoChallenge_985004,Autographiviridae,1
ICTVTaxoChallenge_755509,Straboviridae,1
ICTVTaxoChallenge_546735,Redondoviridae,1
ICTVTaxoChallenge_39179,Zobellviridae,1
ICTVTaxoChallenge_51922,Gracegardnervirinae,1
ICTVTaxoChallenge_181535,Caulimoviridae,0.44920516
